"SID","PMID","DOI","EID","Date","Title"
"0030812012","9215839","","2-s2.0-0030812012","1997-07-01","Treatment of T-cell prolymphocytic leukemia with human CD52 antibody"
"0035885965","11535503","10.1182/blood.V98.6.1721","2-s2.0-0035885965","2001-09-15","High remission rate in T-cell prolymphocytic leukemia with CAMPATH-1H"
"0032589668","10561018","","2-s2.0-0032589668","1999-11-18","The role of CAMPATH-I antibodies in the treatment of lymphoid malignancies"
"0031757274","9779699","","2-s2.0-0031757274","1998-10-01","CAMPATH-1H monoclonal antibody in therapy for previously treated low- grade non-Hodgkin's lymphomas: A phase II multicenter study"
"0035075989","11342359","","2-s2.0-0035075989","2001-04-24","A phase II multicenter study of CAMPATH-1H antibody in previously treated patients with nonbulky non-Hodgkin's lymphoma"
"0036941305","11807632","10.1007/s00277-001-0394-7","2-s2.0-0036941305","2002-12-01","Monoclonal antibody therapy with CAMPATH-1H in patients with relapsed high- and low-grade non-Hodgkin's lymphomas: A multicenter phase I/II study"
"0033949148","10918407","","2-s2.0-0033949148","2000-07-26","CD52 antibodies for prevention of graft-versus-host disease and graft rejection following transplantation of allogeneic peripheral blood stem cells"
"0033608388","10071037","","2-s2.0-0033608388","1999-02-27","Ex vivo depletion of T cells from bone marrow grafts with CAMPATH-1 in acute leukemia: Graft-versus-host disease and graft-versus-leukemia effect"
"0030877079","9250818","","2-s2.0-0030877079","1997-09-09","Autologous transplantation with CD52 monoclonal antibody-purged marrow for acute lymphoblastic leukemia: Long-term follow-up"
"0034655355","10798754","","2-s2.0-0034655355","2000-04-15","Bone marrow transplantation depleted of t cells followed by repletion with incremental doses of donor lymphocytes for relapsing patients with chronic myeloid leukemia: A therapeutic strategy"
"0034027095","10792280","10.1046/j.1365-2141.2000.01879.x","2-s2.0-0034027095","2000-05-30","Preliminary experience of allogeneic stem cell transplantation for lymphoproliferative disorders using BEAM-CAMPATH conditioning: An effective regimen with low procedure-related toxicity"
"0034307366","11001893","","2-s2.0-0034307366","2000-10-01","In vivo CAMPATH-1H prevents graft-versus-host disease following nonmyeloablative stem cell transplantation"
"0029869119","8624684","10.1093/brain/119.1.225","2-s2.0-0029869119","1996-03-19","Transient increase in symptoms associated with cytokine release in patients with multiple sclerosis"
"0030453977","8981930","","2-s2.0-0030453977","1996-12-15","Mechanism of first-dose cytokine-release syndrome by CAMPATH 1-H: Involvement of CD16 (FcγRIII) and CD11a/CD18 (LFA-1) on NK cells"
"0030300084","9049965","","2-s2.0-0030300084","1996-12-01","Immunosuppressive toxicity of CAMPATH®1H monoclonal antibody in the treatment of patients with recurrent low grade lymphoma"
"0033552391","10568572","10.1016/S0140-6736(99)02429-0","2-s2.0-0033552391","1999-11-13","Pulsed monoclonal antibody treatment and autoimmune thyroid disease in multiple sclerosis"
"0036139106","11773171","10.1200/JCO.20.1.205","2-s2.0-0036139106","2002-01-01","Campath-1H treatment of T-cell prolymphocytic leukemia in patients for whom at least one prior chemotherapy regimen has failed"
"0035091343","11160771","10.1146/annurev.med.52.1.125","2-s2.0-0035091343","2001-03-19","Antibody-targeted immunotherapy for treatment of malignancy"
"0032535279","9845524","","2-s2.0-0032535279","1998-12-15","Improving the outcome of bone marrow transplantation by using CD52 monoclonal antibodies to prevent graft-versus-host disease and graft rejection"
"0033214207","10498591","","2-s2.0-0033214207","1999-10-01","Cytokine-release syndrome in patients with B-cell chronic lymphocytic leukemia and high lymphocyte counts after treatment with an anti-CD20 monoclonal antibody (rituximab, IDEC-C2B8)"
"0034329352","11049967","","2-s2.0-0034329352","2000-11-01","CD40-ligand (CD154) gene therapy for chronic lymphocytic leukemia"
"0035880228","11435295","10.1182/blood.V98.2.287","2-s2.0-0035880228","2001-07-15","Development of herpes simplex virus-1 amplicon-based immunotherapy for chronic lymphocytic leukemia"
"0035652154","11769960","10.1016/S0753-3322(01)00139-1","2-s2.0-0035652154","2001-12-01","Progress in CLL, chemotherapy, antibodies and transplantation"
"0034160345","11486330","10.1046/j.1468-0734.2000.00003.x","2-s2.0-0034160345","2000-03-01","Genetic features of B-cell chronic lymphocytic leukemia"
"0034844737","11516091","10.1038/sj.leu.2402178","2-s2.0-0034844737","2001-01-01","Allogeneic and autologous transplantation for chronic lymphocytic leukemia"
"15844368449","8676625","","2-s2.0-15844368449","1996-05-25","Multicentre prospective randomised trial of fludarabine versus cyclophosphamide, doxorubicin, and prednisone (CAP) for treatment of advanced-stage chronic lymphocytic leukaemia"
"0034649696","11114313","10.1056/NEJM200012143432402","2-s2.0-0034649696","2000-12-14","Fludarabine compared with chlorambucil as primary therapy for chronic lymphocytic leukemia"
"0023911111","3127726","","2-s2.0-0023911111","1988-12-01","Reshaping human antibodies for therapy"
"0034775122","11920265","10.1038/sj.thj.6200119","2-s2.0-0034775122","2001-10-29","Variability in B-cell antigen expression: Implications for the treatment of B-cell lymphomas and leukemias with monoclonal antibodies"
"0034765991","12171721","10.1080/146532401753174098","2-s2.0-0034765991","2001-11-20","The CD52 antigen and development of the CAMPATH antibodies"
"0031790767","9824507","10.1046/j.1365-2567.1998.00615.x","2-s2.0-0031790767","1998-11-17","Cross-linking of the CAMPATH-1 antigen (CD52) mediates growth inhibition in human B- and T-lymphoma cell lines, and subsequent emergence of CD52- deficient cells"
"0025652892","","10.3109/10428199009053522","2-s2.0-0025652892","1990-01-01","Remission induction in patients with lymphoid malignancies using unconjugated CAMPATH-1 monoclonal antibodies"
"0024566393","2713487","","2-s2.0-0024566393","1989-01-01","Effects of CAMPATH-1 antibodies in vivo in patients with lymphoid malignancies: Influence of antibody isotype"
"0031027623","9054672","10.1046/j.1365-2141.1997.d01-2061.x","2-s2.0-0031027623","1997-03-04","Subcutaneous CAMPATH-1H in fludarabine-resistant/relapsed chronic lymphocytic and B-prolymphocytic leukaemia"
"0034062199","10713664","","2-s2.0-0034062199","2000-03-30","Campath-1H in B-chronic lymphocytic leukemia: Report on a patient treated thrice in a 3 year period"
"0037092951","11986207","10.1182/blood.V99.10.3554","2-s2.0-0037092951","2002-05-15","Therapeutic role of alemtuzumab (Campath-1H) in patients who have failed fludarabine: Results of a large international study"
"0029981025","8652811","","2-s2.0-0029981025","1996-06-15","National Cancer Institute-sponsored Working Group guidelines for chronic lymphocytic leukemia: Revised guidelines for diagnosis and treatment"
"0036335916","12685828","10.1080/1042819021000006547","2-s2.0-0036335916","2002-08-23","Results of first salvage therapy for patients refractory to a fludarabine regimen in chronic lymphocytic leukemia"
"0034501632","11085457","10.1097/00001622-200011000-00010","2-s2.0-0034501632","2000-12-01","Campath-1H monoclonal antibody therapy"
"0032715454","10556958","","2-s2.0-0032715454","1999-11-24","Dose intensification and molecular responses in patients with chronic lymphocytic leukaemia: A phase II single centre study"
"0033002175","10354146","10.1046/j.1365-2141.1999.01379.x","2-s2.0-0033002175","1999-06-24","Fludarabine-containing regimens severely impair peripheral blood stem cells mobilization and collection in acute myeloid leukaemia patients"
"0002299891","","","2-s2.0-0002299891","1999-03-01","Quantitative real-time polymerase chain reaction for the core facility using Taqman and the Perkin-Elmer/applied biosystems division 7700 sequence detector"
"0020591822","6349718","","2-s2.0-0020591822","1983-11-26","Removal of T cells from bone marrow for transplantation: A monoclonal antilymphocyte antibody that fixes human complement"
"0027194472","7688956","","2-s2.0-0027194472","1993-09-01","Structure of the CAMPATH-1 antigen, a glycosylphosphatidylinositol-anchored glycoprotein which is an exceptionally good target for complement lysis"
"0028964750","7890742","10.1074/jbc.270.11.6088","2-s2.0-0028964750","1995-01-01","Primary structure of CD52"
"0027283918","8366859","10.1016/0161-5890(93)90155-5","2-s2.0-0027283918","1993-01-01","Efficient complement-mediated lysis of cells containing the CAMPATH-1 (CDw52) antigen"
"0029912735","8977262","","2-s2.0-0029912735","1996-12-15","Surface and mRNA expression of the CD52 antigen by human eosinophils but not by neutrophils"
"0027462047","7685389","10.1016/0165-0378(93)90007-5","2-s2.0-0027462047","1993-01-01","The glycosylphosphatidylinositol-anchored lymphocyte antigen CDw52 is associated with the epididymal maturation of human spermatozoa"
"0030089901","9238677","","2-s2.0-0030089901","1996-12-01","Cell-to-cell transfer of glycosylphosphatidylinositol-anchored membrane proteins during sperm maturation"
"17644442155","9707017","","2-s2.0-17644442155","1998-08-25","Double T cell depletion of bone marrow using sequential positive and negative cell immunoaffinity or CD34+ cell selection followed by Campath-1M; effect on CD34+ cells and progenitor cell recoveries"
"0027240401","7687895","","2-s2.0-0027240401","1993-08-06","Effect of CAMPATH-1H antibody on human hematopoietic progenitors in vitro"
"0023836757","3278419","","2-s2.0-0023836757","1988-01-01","The repopulation capacity of bone marrow grafts following pretreatment with monoclonal antibodies against t lymphocytes in rhesus monkeys"
"0028633387","7540098","10.1006/immu.1994.1054","2-s2.0-0028633387","1994-12-01","Expression of Cell Surface Markers during Differentiation of CD34+, CD38-/lo Fetal and Adult Bone Marrow Cells"
"0034090521","12042050","","2-s2.0-0034090521","2000-06-19","Impact on T-cell depletion and CD34+ cell recovery using humanised CD52 monoclonal antibody (CAMPATH-1H) in BM and PSBC collections; Comparison with CAMPATH-1M and CAMPATH-1G"
"0023946601","2833957","","2-s2.0-0023946601","1988-01-01","Epstein-Barr virus associated B cell lymphoproliferative disorders following bone marrow transplantation"
"9444232751","8864449","","2-s2.0-9444232751","1996-08-01","Risk factors for developing EBV-related B cell lymphoproliferative disorders (BLPD) after non-HLA-identical BMT in children"
"0029915469","8630428","","2-s2.0-0029915469","1996-03-15","The development of cellular immunity to Epstein-Barr virus after allogeneic bone marrow transplantation"
"0032522959","9531622","","2-s2.0-0032522959","1998-04-15","Risks of developing Epstein-Barr virus-related lymphoproliferative disorders after T-cell-depleted marrow transplants"
"0033214901","10498590","","2-s2.0-0033214901","1999-10-01","Risk of lymphoproliferative disorders after bone marrow transplantation: A multi-institutional study"
"0033610681","10589966","","2-s2.0-0033610681","1999-11-27","Campath IH allows low-dose cyclosporine monotherapy in 31 cadaveric renal allograft recipients"
"0028208561","8054913","","2-s2.0-0028208561","1994-05-24","Control of graft-versus-host disease and graft rejection by T cell depletion of donor and recipient with Campath-1 antibodies. Results of matched sibling transplants for malignant diseases"
"0027991085","7922004","10.1089/scd.1.1994.3.15","2-s2.0-0027991085","1994-01-01","CAMPATH-1 Monoclonal Antibodies in Bone Marrow Transplantation"
"0029928384","8704678","","2-s2.0-0029928384","1996-03-01","Recent results using CAMPATH-1 antibodies to control GVHD and graft rejection"
"0034765992","12171722","10.1080/146532401753173981","2-s2.0-0034765992","2001-11-20","CAMPATH-1 antibodies in stem-cell transplantation"
"0021227678","6147548","10.1016/S0140-6736(84)92564-9","2-s2.0-0021227678","1984-09-01","ELIMINATION OF GRAFT-VERSUS-HOST DISEASE BY IN-VITRO DEPLETION OF ALLOREACTIVE LYMPHOCYTES WITH A MONOCLONAL RAT ANTI-HUMAN LYMPHOCYTE ANTIBODY (CAMPATH-1)"
"0034754525","12171724","10.1080/146532401753174007","2-s2.0-0034754525","2001-11-20","The current status of T-cell depleted allogeneic stem-cell transplant in adult patients with AML"
"0022453667","3529524","","2-s2.0-0022453667","1986-01-01","Monoclonal antibodies for the prevention of graft-versus-host disease and marrow graft rejection: The depletion of t cell subsets in vitro and in vivo"
"0020835433","6438435","","2-s2.0-0020835433","1983-10-01","Effects of monoclonal anti-lymphocyte antibodies in vivo in monkeys and humans."
"0023615397","3655386","10.1016/0022-1759(87)90242-0","2-s2.0-0023615397","1987-10-23","Isolation of low-frequency class-switch variants from rat hybrid myelomás"
"9444257631","8790160","","2-s2.0-9444257631","1996-09-10","Unrelated donor bone marrow trans-plantation for children with relapsed acute lymphoblastic leukaemia in second complete remission"
"0033214208","10498594","","2-s2.0-0033214208","1999-10-01","Children with acute lymphoblastic leukemia who receive T-cell-depleted HLA mismatched marrow allografts from unrelated donors have an increased incidence of primary graft failure but a similar overall transplant outcome"
"0028290250","7920312","","2-s2.0-0028290250","1994-07-12","T cell depletion by exposure to Campath-1G in vitro prevents graft-versus-host disease"
"0028863238","7579468","","2-s2.0-0028863238","1995-11-01","Bone Marrow Transplantation for Chronic Myeloid Leukemia with Volunteer Unrelated Donors Using Ex Vivo or in Vivo T-Cell Depletion: Major Prognostic Impact of HLA Class I Identity between Donor and Recipient"
"0022965430","3332120","","2-s2.0-0022965430","1986-12-01","Bone marrow transplantation for patients with chronic myeloid leukaemia: T-cell depletion with Campath-1 reduces the incidence of graft-versus-host disease but may increase the risk of leukaemic relapse"
"0025100777","2297567","","2-s2.0-0025100777","1990-02-01","Graft-versus-leukemia reactions after bone marrow transplantation"
"0034235910","10891435","","2-s2.0-0034235910","2000-07-01","Estimating leukemia-free survival after allografting for chronic myeloid leukemia: A new method that takes into account patients who relapse and are restored to complete remission"
"0029948935","8733704","","2-s2.0-0029948935","1996-05-01","Campath-1G in vivo confers a low incidence of graft-versus-host disease associated with a high incidence of mixed chimaerism after bone marrow transplantation for severe aplastic anaemia using HLA-identical sibling donors"
"0034790089","11553001","10.1046/j.1365-2141.2001.02993.x","2-s2.0-0034790089","2001-10-22","Improved outcome of alternative donor bone marrow transplantation in children with severe aplastic anaemia using a conditioning regimen containing low-dose total body irradiation, cyclophosphamide and campath"
"0030925301","9192777","","2-s2.0-0030925301","1997-06-15","Engraftment of allogeneic hematopoietic progenitor cells with purine analog-containing chemotherapy: Harnessing graft-versus-leukemia without myeloablative therapy"
